label,message,,,
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,,,
ham,Hi. I'm always online on yahoo and would like to chat with you someday,,,
ham,"Goodmorning,my grandfather expired..so am on leave today.",,,
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,,,
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,,,
ham,"Sure, I'll see if I can come by in a bit",,,
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,,,
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,,,
ham,Ok.,,,
ham,I had askd u a question some hours before. Its answer,,,
ham,Watching tv lor. Nice one then i like lor.,,,
ham,I'm thinking that chennai forgot to come for auction..,,,
ham,Then Ì_ come n pick me at 530 ar?,,,
ham,Early bird! Any purchases yet?,,,
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,,,
ham,"Erm ‰Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",,,
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,,,
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,,,
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,"Yeah that's what I thought, lemme know if anything's goin on later",,,
ham,Mmmm.... I cant wait to lick it!,,,
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,U in town alone?,,,
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,,,
ham,We have all rounder:)so not required:),,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",,,
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,,,
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,,,
ham,I'm ok. Will do my part tomorrow,,,
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",,,
ham,R u still working now?,,,
spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
ham,Yep. I do like the pink furniture tho.,,,
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,,,
ham,"Customer place, i wil cal u sir.",,,
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",,,
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),,,
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",,,
ham,"Theoretically yeah, he could be able to come",,,
ham,"Alright we're hooked up, where you guys at",,,
ham,"not that I know of, most people up here are still out of town",,,
ham,No let me do the math. Your not good at it.,,,
ham,Oh ok wait 4 me there... My lect havent finish,,,
ham,Yeah my usual guy's out of town but there're definitely people around I know,,,
ham,I am joining today formally.Pls keep praying.will talk later.,,,
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",,,
ham,No. Did you multimedia message them or e-mail?,,,
ham,Okie but i scared u say i fat... Then u dun wan me already...,,,
ham,did u get that message,,,
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",,,
ham,What you need. You have a person to give na.,,,
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,,,
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,,,
ham,Short But Cute: \Be a good person," but dont try to prove it..\"" .Gud noon....""",,
ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",,,
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,,,
ham,Like a personal sized or what,,,
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",,,
ham,Cab is available.they pick up and drop at door steps.,,,
ham,ok....take care.umma to you too...,,,
ham,Unlimited texts. Limited minutes.,,,
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",,,
ham,No problem. We will be spending a lot of quality time together...,,,
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,,,
ham,Have you heard from this week?,,,
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,Yes. Last  practice,,,
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,,,
ham,No. Thank you. You've been wonderful,,,
ham,Otherwise had part time job na-tuition..,,,
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,,,
ham,Okie,,,
ham,That depends. How would you like to be treated? :),,,
ham,"Right on brah, see you later",,,
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,,,
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
ham,Went fast asleep dear.take care.,,,
ham,No that just means you have a fat head,,,
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,,,
ham,Serious? What like proper tongued her,,,
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,,,
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,,,
ham,Yeah whatever lol,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,Ard 530 lor. I ok then message Ì_ lor.,,,
ham,Ok. C u then.,,,
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,,,
ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,,,
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,,,
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",,,
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,,,
ham,How? Izzit still raining?,,,
ham,As if i wasn't having enough trouble sleeping.,,,
ham,I havent add Ì_ yet right.. ,,,
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,,,
ham,Babe ? I lost you ... Will you try rebooting ?,,,
ham,Yes. Nigh you cant aha.,,,
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,,,
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,,,
ham,Sos! Any amount i can get pls.,,,
ham,"Playin space poker, u?",,,
ham,How come guoyang go n tell her? Then u told her?,,,
ham,You need to get up. Now.,,,
ham,They r giving a second chance to rahul dengra.,,,
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",,,
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,,,
ham,Y Ì_ wan to go there? C doctor?,,,
ham,Does daddy have a bb now.,,,
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",,,
ham,She's borderline but yeah whatever.,,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,"Until 545 lor... Ya, can go 4 dinner together...",,,
ham,I will be gentle princess! We will make sweet gentle love...,,,
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,,,
ham,"Sorry, went to bed early, nightnight",,,
ham,I like to think there's always the possibility of being in a pub later.,,,
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),,,
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,,,
ham,Hi dude hw r u da realy mising u today,,,
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,,,
ham,I knew it... U slept v late yest? Wake up so late...,,,
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,,,
ham,Where is that one day training:-),,,
ham,So i could kiss and feel you next to me...,,,
ham,Have a nice day my dear.,,,
ham,I sent lanre fakeye's Eckankar details to the mail box,,,
ham,Your dad is back in ph?,,,
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",,,
ham,If you ask her or she say any please message.,,,
ham,"If e timing can, then i go w u lor...",,,
ham,Love you aathi..love u lot..,,,
ham,I was just callin to say hi. Take care bruv!,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,,,
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,,,
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,
ham,"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place ",,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,,,
ham,WOT U UP 2 J?,,,
ham,"Night night, see you tomorrow",,,
ham,Roger that. We‰Û÷re probably going to rem in about 20,,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,I wish u were here. I feel so alone,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,,,
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,,,
spam,ringtoneking 84484,,,
ham,Huh i cant thk of more oredi how many pages do we have?,,,
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,,,
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,,,
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",,,
ham,"Whatever, juliana. Do whatever you want.",,,
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,,,
